,0,1,2,3,4,5
38,-1.0540774,0.9130941,0.118944384,-0.16669661,-0.14466201,-0.19458018
39,1.6049441,1.5606371,1.284841,0.75946915,-1.0995795,-1.2512836
40,1.1207743,-0.039208613,-1.6977661,-0.7210646,1.2009548,0.6856923
41,-1.0105586,-1.1072024,0.38154936,0.04733482,-0.3395633,0.35573632
42,-0.10244717,0.8720019,0.3554796,-0.22210076,-0.07953501,-0.10719651
43,0.7313957,-0.62090385,-0.4107986,-0.49301928,0.42229778,0.6694867
44,1.7871246,0.065241165,-1.044838,-0.748734,1.2618113,0.7240115
45,0.3374185,-0.6731228,-0.58653027,-0.50911784,0.47786283,0.7021065
46,-0.26182443,-0.11709782,-1.5434628,-0.73795027,1.1697832,0.68713665
47,-1.1874753,-1.6785252,1.0986015,1.4059463,-1.5154562,-0.7855664
48,-0.29280108,-0.15011361,-1.039938,-0.7047332,0.9852953,0.6927072
49,-0.749821,-0.10216441,-1.8249149,-0.745078,1.1925783,0.6781066
50,-0.58702284,1.543734,1.125331,0.9600353,-1.267063,-1.4737024
51,-1.3590714,-0.3802429,-0.81925315,-0.61128896,0.74989223,0.7098112
52,-1.5456393,0.6900317,0.08738492,0.00803563,-0.41804343,-0.29706243
53,-1.0092523,0.4212989,-0.6585125,-0.6089078,0.6547307,0.4121386
54,0.66301095,-0.6451276,-0.41191214,-0.49473682,0.43021357,0.682755
55,1.2190385,-0.24365166,-0.15320593,-0.44864482,0.30058128,0.49490064
56,-1.1904,0.2235443,-1.0018439,-0.6783964,0.84797966,0.54856217
57,0.17583035,0.87943524,0.8703833,-0.19658896,-0.11743209,-0.11588685
58,-0.7134152,0.9489136,0.48959526,-0.14496426,-0.17088331,-0.21369909
59,0.85885143,-0.07500472,-1.974731,-0.72785217,1.2146354,0.6915075
60,-1.6098077,0.16005987,-0.93526375,-0.64925706,0.7494968,0.54722565
61,-0.9705071,0.39761204,-0.58226687,-0.6214216,0.66585094,0.433875
62,-0.33922112,0.89735335,0.5653042,-0.17266738,-0.1455664,-0.16549468
63,1.1397896,-1.3615737,1.0177467,0.64819634,-1.0273961,-0.18147619
64,1.1266543,-1.3371173,0.7541064,0.35451418,-0.7667867,0.10536946
65,-0.3057627,-0.8313991,0.11174277,-0.21504276,-0.06903742,0.47323596
66,1.0617316,-0.052564345,-1.4129806,-0.7304907,1.2467929,0.6946308
67,1.5258657,0.6455415,-0.18956795,-0.43187907,0.27885985,0.22969647
68,-0.18005277,1.6293577,1.4046029,1.0902681,-1.3506182,-1.6272914
69,-0.6189609,0.9924174,0.6693346,0.013566345,-0.39511967,-0.37273034
70,-0.2371455,0.43160835,-0.67037845,-0.5425072,0.53184104,0.34718913
71,1.2558222,-0.18016419,-0.1262247,-0.43804845,0.27446508,0.4621902
72,1.2064141,-0.50769216,-0.14519328,-0.4559968,0.34051496,0.6042976
73,-0.0027910024,-0.63359505,-0.6816965,-0.530891,0.5251404,0.7029722
74,-0.4771014,-0.8672721,0.5076624,-0.14468682,-0.18079686,0.4404264
75,0.31732285,0.7719033,1.1355233,-0.12135588,-0.22805335,-0.15165924
76,1.9135087,0.03526569,0.31579402,-0.4424466,0.3012129,0.43793938
77,-1.1162217,-1.6814998,1.1620988,1.3735528,-1.4870001,-0.749209
78,-0.8654461,0.43512803,-0.62769276,-0.5974543,0.6402041,0.39617604
79,1.1696632,2.0136707,1.6411418,1.945894,-1.8611804,-2.5581536
80,-0.21366127,-0.22271761,-0.4814441,-0.7027699,0.9022751,0.76724476
81,0.3771214,0.8764408,0.96977794,-0.19754313,-0.115137815,-0.10598035
82,1.4556118,1.3052996,1.1110804,0.55477893,-0.89711803,-0.99168205
83,0.1827765,0.46166703,-0.27124622,-0.55995524,0.5474894,0.37629175
84,0.34945375,-0.55348533,-0.14966848,-0.53234684,0.5538001,0.72050583
85,0.20852904,-0.8460651,0.37827396,-0.2229009,-0.067900136,0.5016907
86,-0.08388443,-0.36797386,-0.05086895,-0.58512527,0.68846047,0.73846084
87,1.0882747,0.5892825,-0.104660325,-0.49180788,0.42164546,0.29302448
88,1.4151924,2.0359473,1.7141201,1.9352491,-1.8671458,-2.5402632
89,0.38429713,0.46540532,-0.35359576,-0.5312586,0.4958006,0.34890118
90,-0.581573,-1.2893592,0.26378173,0.17374161,-0.53170156,0.2767694
91,-0.34336007,-0.9171645,0.8040948,-0.0724929,-0.2686183,0.4067052
92,-0.3424968,-0.3883166,-0.20189232,-0.5932379,0.67194855,0.7303636
93,-1.3099518,0.3098175,-0.7404614,-0.664731,0.75023615,0.5120273
94,1.4191566,0.6009379,0.007934667,-0.48635024,0.4045974,0.29351535
95,-0.832714,-0.48231918,-0.65376604,-0.59504473,0.6305652,0.71038014
96,0.6882276,0.043737598,-0.970702,-0.76583403,1.1614699,0.70717424
97,1.3238202,-0.03922092,-2.0083632,-0.74946237,1.2799968,0.7299564
98,-0.31859142,-0.1048386,-1.9042044,-0.77511406,1.2848417,0.7097616
99,-0.08750875,-0.8906551,0.20622593,-0.22043386,-0.06404905,0.5045207
